PaisAccidente,Fecha,OperadorAerolinea,TipoAeronave,PasajerosABordo,TripulacionABordo,CantidadFallecidos,MuertesPasajeros,MuertesTripulacion
 Czechoslovakia,1976-07-28,Ceskoslovenske Aerolinie,Ilyushin IL-18L,73,6,76,70,6
 Iran,1976-08-02,Korean Airlines,Boeing 707-373,0,5,5,0,5
" Spain	Moron AFB",1976-08-09,Military - Spanish Air Force,Douglas C-54E,28,4,12,12,0
 Ecuador,1976-08-15,SAETA,Vickers Viscount 785D,55,4,59,55,4
 Vietnam,1976-08-28,Air France,Sud Aviation SE 210 Caravelle III,15,5,1,1,0
 England,1976-08-28,Military - U.S. Air Force,Lockheed C-141A (L.300),4,14,18,4,14
 Azores,1976-09-03,Military - Venezuelan Air Force,Lockheed C-130H,58,10,68,58,10
 Russia,1976-09-09,Aeroflot / Aeroflot,Antonov AN-24 / Yakovlev Yak-40,55,9,64,55,9
 Hrvatska,1976-09-10,Inex Adria Aviopromet / British Airways,McDonnell Douglas DC-9-31 / Trident 3B,162,14,176,162,14
 Turkey,1976-09-19,Turkish Airlines (THY),Boeing B-727-2F2,146,8,154,146,8
 Michigan,1976-09-26,Military - U.S. Air Force,Boeing KC-135A,15,5,15,12,3
 Kenya,1976-10-04,Emirates Air Transport,Douglas DC-7CF,0,4,4,0,4
 Barbados,1976-10-06,Cubana de Aviacion,McDonnell Douglas DC-8-43,48,25,73,48,25
 Bolivia,1976-10-13,Lloyd Aéreo Boliviano,Boeing B-707-31,0,3,3,0,3
 India,1976-10-13,Indian Airlines,Sud-Aviation Caravelle VI-N,89,6,95,89,6
 Brazil,1976-10-28,Nordeste Linhas Aéreas,Embraer 110C Bandeirante,5,2,2,0,2
 Indonesia,1976-11-04,Bali International Air Service,Fokker F-27 Friendship 100,33,5,29,25,4
 Greece,1976-11-23,Olympic Airways,NAMC YS-11A-500,46,4,50,46,4
 Russia,1976-11-28,Aeroflot,Tupolev TU-104B,67,6,73,67,6
 New Jersey,1976-12-12,Atlantic City Airlines,de Havilland Canada DHC-6 Twin Otter 300,8,2,3,3,1
 Russia,1976-12-17,Aeroflot,Yakovlev 40,4,3,7,4,3
 USSR,1976-12-17,Aeroflot,Antonov AN-24RV,50,5,48,44,4
 Russia,1976-12-18,Aeroflot,Ilyushin IL-14M,3,5,8,3,5
 Thailand,1976-12-25,EgyptAir,Boeing B-707-366C,44,9,53,44,9
 Peru,1976-12-31,Faucett,Douglas C-54A-1-DO,14,5,19,14,5
 California,1977-01-06,Jet Avia Charter,Gates Learjet 24B,2,2,4,2,2
 Alaska,1977-01-13,Japan Air Lines,Douglas DC-8,0,5,5,0,5
  Kazakastan,1977-01-13,Aeroflot,Tupolev TU-104A,82,8,90,82,8
 BC,1977-01-14,Northern Thunderbird Air Ltd.,de Havilland Canada DHC-6 Twin Otter 300,9,3,12,9,3
 Sweden,1977-01-15,Skyline Sweden,Vickers Viscount 838,19,3,22,19,3
 Slovakia,1977-02-11,Ceskoslovenské Aerolinie,Avia 14T,2,3,4,2,2
 Russia,1977-02-15,Aeroflot,Ilyushin IL-18V,92,6,77,76,1
 Canada,1977-02-28,Survair,Douglas DC-3,7,3,4,2,2
 Yemen,1977-03-01,Alyemda,Douglas DC-3,17,3,19,16,3
 Italy,1977-03-03,Military - Italian Air Force,Lockheed C-130H,38,6,44,38,6
 Niger,1977-03-04,Overseas National Airways,McDonnell Douglas DC-8-63CF,0,4,2,0,2
 Canary Islands,1977-03-27,Pan American World Airways / KLM,Boeing B-747-121 / Boeing B-747-206B,614,30,583,560,23
 Indonesia,1977-03-29,Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,20,3,15,13,2
 Russia,1977-03-30,Aeroflot,Yakovlev YAK-40,23,4,8,5,3
 Georgia,1977-04-04,Southern Airways,McDonnell Douglas DC-9-31,81,4,62,60,2
 Colombia,1977-04-10,El Venado,Douglas DC-3-3A,31,4,35,31,4
 Guatemala,1977-04-27,Aviateca,Convair CV-440,22,6,28,22,6
 Lebanon,1977-05-13,LOT Polish Airlines,Antonov An-12BP,0,9,9,0,9
 Zambia,1977-05-14,IAS Cargo,Boeing 707-321C,1,5,6,1,5
 New York,1977-05-16,New  York Helicopter,Sikorsky S61L,22,3,4,4,0
 Cuba,1977-05-27,Aeroflot,Ilyushin IL-62M,59,10,67,57,10
 Uruguay,1977-06-20,Fuerza Aérea Uruguaya,Embraer 110C Bandeirante,13,2,12,10,2
 Missouri,1977-07-06,Fleming International Airways,Lockheed L-188AF Electra,0,3,3,0,3
 Russia,1977-07-20,Aeroflot,Ilyushin IL-14M,34,6,40,34,6
 Ethiopia,1977-07-20,Ethiopian Airlines,Douglas DC-3,2,3,5,2,3
 Chile,1977-07-24,Military - Chilean Air Force,Douglas DC-6B,75,7,38,31,7
 Hawaii,1977-08-25,Island Airways,Shorts SC-7 Skyvan 3-200,0,2,2,0,2
 Ecuador,1977-09-04,Servicios Aereos Nacionales Airways,Vickers Viscount 764D,29,4,33,29,4
 Alaska,1977-09-06,Alaska Aeronautical Industries,de Havilland Canada DHC-6 Twin Otter 200,11,2,13,11,2
 Burma,1977-09-08,Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,16,3,19,16,3
 Alaska,1977-09-12,Safe Air Cargo,Douglas DC-7BF,0,4,4,0,4
 Romania,1977-09-22,Malev Hungarian Airlines,Tupolev TU-134,45,8,29,21,8
  Malaysia,1977-09-27,Japan Air Lines,McDonnell Douglas DC-8-62H,69,10,34,26,8
 Mississippi,1977-10-20,L & J Company,Convair CV-300,24,2,6,4,2
 Mexico,1977-11-03,Servicios Aereos Martinez Leon,Britten-Norman BN-2A-8 Trislander,12,1,13,12,1
 Italy,1977-11-19,Ethiopian Airlines,Boeing 707-360C,2,3,5,2,3
 Island of Madeira,1977-11-19,TAP (Air Portugal),Boeing B-727-282,156,8,131,125,6
 Argentina,1977-11-21,Austral Lineas Aeras (Argentina),BAC One-Eleven 420EL,74,5,46,41,5
 France,1977-11-26,Military - French Air Force,Nord 2501 Noratlas,28,4,32,28,4
 Lebanon,1977-12-02,Balkan Bulgarian Airlines,Tupolev TU-154B,159,6,59,59,0
 near Kampung Ladang,1977-12-04,Malaysia Airlines,Boeing B-737-2H6,93,7,100,93,7
 USSR,1977-12-09,Aeroflot,Antonov AN-24,18,5,17,13,4
 Canary Islands,1977-12-11,Military - U.S. Navy,Lockheed P-3B Orion,0,13,13,0,13
 Indiana,1977-12-13,National Jet Services Inc..  (Air Indiana),Douglas DC-3,26,3,29,26,3
 Utah,1977-12-18,United Air Lines,Douglas DC-8-54F,0,3,3,0,3
 Portugal,1977-12-18,SATA,Aerospatiale Caravelle 10R,52,5,36,35,1
 Puerto Rico,1977-12-19,Vieques Air Link,Britten-Norman BN-2A Islander,9,1,5,5,0
 Ecuador,1977-12-29,Servicios Aereos Nacionales,Vickers Viscount 764 D,20,4,24,20,4
 Maharashtra,1978-01-01,Air India,Boeing B-747-237B,190,23,213,190,23
 Colombia,1978-01-27,SADELCA,Douglas DC-3,10,4,14,10,4
 Brazil,1978-01-31,TABA,Embraer 110P Bandeirante,12,2,2,0,2
 Uruguay,1978-02-10,Uruguayan Air Force,Douglas C-47A-DL,40,4,44,40,4
 Washington,1978-02-10,Columbia Pacific Airlines,Beechcraft 99,15,2,17,15,2
 British Columbia,1978-02-11,Pacific Western Airlines,Boeing B-737-275,44,5,42,38,4
 California,1978-02-28,Security Air,Aero Commander 500A,4,3,7,4,3
 Los Angeles,1978-03-01,Continental Airlines,McDonnell Douglas DC-10-10,186,14,2,2,0
 Nigeria,1978-03-02,Nigeria Airways,Fokker F-28 Fellowship 1000 / MiG-21,11,7,18,11,7
 Venezuela,1978-03-03,LAV - Linea Aeropostal Venezolana,British Aerospace 748 2A,43,4,47,43,4
 Bulgaria,1978-03-16,Balkan Bulgarian Airlines,Tupolev TU-134,66,7,73,66,7
 Burma,1978-03-25,Burma Airways,Fokker F-27 Friendship 200,44,4,48,44,4
 Virgin Islands,1978-04-05,Antilles Air,Grumman G-21,7,2,2,0,2
 Russia,1978-04-20,Korean Airlines,Boeing B-707-321B,97,12,2,2,0
 Colombia,1978-04-29,LAC Colombia,Douglas C-118A,9,3,8,5,3
 Florida,1978-05-08,National Airlines,Boeing B-727-235,52,6,3,3,0
 Russia,1978-05-19,Aeroflot,Tupolev TU-154B,126,8,4,4,0
 Newfoundland,1978-06-23,Gander Aviation,Beech Queen Air A80,8,2,10,8,2
 Canada,1978-06-26,Air Canada,McDonnell Douglas DC-9-32,102,5,2,2,0
 Bolivia,1978-08-14,Aeropeca,Curtiss C-46,15,3,18,15,3
 Burma,1978-08-26,Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,11,3,14,11,3
 Guinea,1978-09-03,Air Guinee,Ilyushin IL-18,9,8,15,8,7
 BC,1978-09-03,AirWest Airlines,de havilland Canada Twin Otter 200,11,2,11,9,2
 Rhodesia (Zimbabwe),1978-09-03,Air Rhodesia,Vickers Viscount 782D,52,4,38,34,4
 Mexico,1978-09-09,Lineas Areas del Centro,de Havilland Canada DHC-6 Twin Otter 100,19,2,18,17,1
 AK,1978-09-13,Alaska Travel,de Havilland DHC-2,5,1,6,5,1
 Philippines,1978-09-14,Philippine Air Force,Fokker F-27 Friendship 200,24,4,21,17,4
 California,1978-09-25,Pacific Southwest Airlines / Private,Boeing B-727-214 / Cessna 172,128,9,137,128,9
 Finland,1978-10-03,Military - Finish Air Force,Douglas C-47A-1-DK,12,3,15,12,3
 Myanmar,1978-10-03,Burma Airways,Fokker F-27 Friendship 600,40,4,2,1,1
 Russia,1978-10-07,Aeroflot,Yakovlev YAK-40,34,4,38,34,4
 USSR,1978-10-23,Aeroflot,Antonov AN-24B,21,5,26,21,5
 Sri Lanka,1978-11-15,Loftleidir Icelandic Airlines,McDonnell Douglas DC-8-Super 63CF,249,13,183,175,8
 West Indies,1978-11-18,Air Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300,19,1,15,14,1
 Venezuela,1978-11-21,Aereo el Venado,Douglas C-47A,24,3,27,24,3
 Alaska,1978-11-25,Tyee Airlines,de Havilland DHC-2,4,1,5,4,1
 Coloado,1978-12-04,Rocky Mountain Airways,de Havilland Canada DHC-6 Twin Otter 300,20,2,2,1,1
 India,1978-12-17,Indian Airlines,Boeing B-737-2A8,126,6,1,1,0
 Sicily,1978-12-23,Alitalia,McDonnell Douglas DC-9-32,124,5,108,103,5
 Oregon,1978-12-28,United Air Lines,McDonnell Douglas DC-8-61,181,8,10,8,2
 Russia,1979-01-15,Aeroflot,Antonov AN-24N,9,5,13,8,5
 Algeria,1979-01-24,Air Algerie,Nord 262A-44,20,3,14,14,0
 France,1979-01-27,Air Rouergue,Fokker F-27 Friendship 500,4,2,5,3,2
 Japan,1979-01-30,Varig,Boeing B-707-326C,0,6,6,0,6
 Brazil,1979-02-08,TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,16,2,18,16,2
 Rhodesia,1979-02-12,Air Rhodesia,Vickers Viscount 748D,54,5,59,54,5
 West Virginia,1979-02-12,Allegheny Airlines,Nord 262,22,3,2,1,1
 New Zealand,1979-02-17,Air New Zealand,Fokker F-27 Friendship 500,2,2,2,1,1
 Ethiopia,1979-02-19,Ethiopian Airlines,Douglas DC-3,2,3,5,2,3
 Mississippi,1979-03-01,Universal Airways,Beech BE-70,7,1,8,7,1
 California,1979-03-10,Swift Aire Lines Inc.,Aerospatiale Nord 262A-33,4,3,3,1,2
 China,1979-03-14,CAAC,Hawker Siddeley Trident 2E,0,12,12,0,12
 Qatar,1979-03-14,Alia Royal Jordanian Airlines,Boeing B-727-2D3,49,15,45,41,4
 Russia,1979-03-17,Aeroflot,Tupolev TU-104B,113,6,58,57,1
 Angola,1979-03-26,Interflug,Ilyushin IL-18D,6,4,10,6,4
 PQ,1979-03-29,Quebecair,Fairchild F-27,21,3,17,14,3
 California,1979-04-14,Catalina Airlines,Grumman G-21 Goose,10,1,1,1,0
 New Jersey,1979-04-18,New York Airways,Sikorsky S61-L,15,3,3,3,0
 Ecuador,1979-04-23,SAETA,Vickers Viscount 785D,52,5,57,52,5
 Alaska,1979-05-25,Sea Airmotive,de Havilland Canada DHC-4A Caribou,0,3,3,0,3
 Illinois,1979-05-25,American Airlines,McDonnell Douglas DC-10-10,258,13,271,258,13
 Senegal,1979-05-27,Military - Mauritanian Air Force,de Havilland Canada DHC-5D Buffalo,7,5,12,7,5
 Maine,1979-05-30,Downeast Airlines,de Havilland DHC-6-200,16,2,17,15,2
 India,1979-06-07,Military - Indian Air Force,Hindustan Aeronautics 748-2M,0,27,27,0,27
 Massachusetts,1979-06-17,Air New England,de Havilland Canada DHC-6 Twin Otter 300,8,2,1,0,1
 Indonesia,1979-07-11,Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,57,4,61,57,4
 Fiji,1979-07-12,Fiji Air Services,Britten Norman BN-2A Trislander,8,1,9,8,1
 Alaska,1979-07-12,Soldotna Air Services,Cessna 402B,6,1,7,6,1
 Lebanon,1979-07-23,Trans Mediterranean Airways,Boeing 707-327C,0,6,6,0,6
 Virgin Islands,1979-07-24,Prinair,de Havilland DH-114 Heron,19,2,8,7,1
 Shetlands,1979-07-31,Dan Air Services,Hawker Siddeley HS-748-1,44,3,17,15,2
 Ohio,1979-08-02,Private,Cessna  501 Citation,2,1,1,0,1
 USSR,1979-08-03,Aeroflot,LET 410M turbojet,12,2,14,12,2
 India,1979-08-04,Indian Airlines,Hindustan Aeronautics 748 2-224,40,5,45,40,5
 Russia,1979-08-11,Aeroflot / Aeroflot,Tupolev TU-134A / Tupolev Tu-134A,155,13,178,155,13
 USSR,1979-08-24,Aeroflot,Antonov AN-12,10,6,11,5,6
 Russia,1979-08-29,Aeroflot,Tupolev TU-124,58,5,63,58,5
 Russia,1979-09-03,Aeroflot,Antonov AN-24,37,7,40,35,5
 Taiwan,1979-09-11,China Airlines (Taiwan),Boeing 707-324C,0,6,6,0,6
 Oregon,1979-09-14,Butler Aviation Inc.,Douglas DC-7,10,2,12,10,2
  Italy,1979-09-14,Aero Transporti Italiani,McDonnell Douglas DC-9-32,27,4,31,27,4
 Canada,1979-09-18,Pacific Coastal Airlines,Britten Norman BN-7A lslander,8,1,4,8,1
 California,1979-09-19,Military - U.S. Air Force,Boeing KC-135A,0,5,5,0,5
 British Columbia Canada,1979-09-30,West Coast Air,de Havilland Canada DHC-6 Twin Otter 200,14,2,2,1,1
 Greece,1979-10-07,Swissair,McDonnell Douglas DC-8-62,145,11,14,14,0
 Kentucky,1979-10-08,Comair,Piper PA-31,7,1,8,7,1
 Russia,1979-10-27,Aeroflot,Antonov An-2TP,10,2,3,2,1
 Mexico,1979-10-31,Western Airlines,McDonnell Douglas DC-10-10,77,11,72,63,9
 Russia,1979-11-16,Aeroflot,Yakovlev YAK-40,0,5,3,0,3
 Utah,1979-11-18,Transamerica Airlines,Lockheed L-188CF Electra,0,3,3,0,3
 Jeddah,1979-11-26,Pakistan International Airlines,Boeing B-707-340C,145,11,156,145,11
 Ross Ice Shelf,1979-11-28,Air New Zealand,McDonnell Douglas DC-10-30,237,20,257,237,20
 Russia,1979-12-09,Aeroflot,Antonov AN-26,2,5,7,2,5
 Colombia,1979-12-18,SATENA,Douglas DC-4 (C-54),16,5,21,16,5
 Peru,1979-12-22,Fuerza Aérea del Peru,de Havilland Canada DHC-5 Buffalo,24,5,29,24,5
 Turkey,1979-12-23,Turkish Airlines (THY),Fokker F-28 Fellowship 1000,41,4,41,38,3
 Papua New Guinea,1979-12-23,Douglas Airways,GAF Nomad 22B,14,2,16,14,2
 Alaska,1980-01-14,Ambler Air Service,Cessna 185A,8,1,7,6,1
 near Tehran,1980-01-21,Iran Air,Boeing B-727-86,120,8,128,120,8
  Indonesia,1980-01-23,Pelita Air Service,CASA 212 Aviocar 100,10,3,13,10,3
 Cuba,1980-02-03,Cubana de Aviacon,Yakovlev YAK-40,33,4,1,1,0
 Louisiana,1980-02-21,Rotor Airs Inc - Air Taxi,Sikorsky S-62A,6,1,6,6,0
 NSW,1980-02-21,Advance Airlines,Beechcraft Super King Air 200,12,1,13,12,1
 Philippines,1980-02-27,China Airlines (Taiwan),Boeing B-707-309C,124,11,2,2,0
 Poland,1980-03-14,LOT Polish Airlines,Ilyushin IL-62,77,10,87,77,10
 Turkey,1980-03-14,Military - U.S. Air Force,Lockheed C-130H,12,6,18,12,6
 Texas,1980-03-21,Eagle Commuter,Piper PA-28-180,8,2,7,5,2
 Brazil,1980-04-12,Transbrasil,Boeing B-727-27C,50,8,55,47,8
 Russia,1980-04-14,Aeroflot,Antonov An-24B,49,4,2,2,0
 Iran,1980-04-24,Military - U.S. Air Force,Lockheed EC-130E Hercules,0,7,5,0,5
 Canary Islands,1980-04-25,Dan Air Services,Boeing B-727-64,138,8,146,138,8
 Thailand,1980-04-27,Thai Airways,Hawker Siddeley HS-748-2,49,4,44,40,4
 Bolivia,1980-06-02,Lloyd Aereo Boliviano,Fairchild F-27J,10,3,13,10,3
 Angola,1980-06-08,Lineas Aereas de Angola,Yakovlev YAK-40,25,4,29,25,4
 Russia,1980-06-12,Aeroflot,Yakovlev YAK-40,25,4,29,25,4
 Nebraska,1980-06-12,Air Wisconsin,Swearingen 226TC Metro II,13,2,13,11,2
  off Ustica,1980-06-27,Itavia,McDonnell Douglas DC-9-15,77,4,81,77,4
 Kazakhstan,1980-07-08,Aeroflot,Tupolev TU-154B,156,10,166,156,10
 Mexico,1980-08-01,Aeronaves del Peru,Douglas DC-8-43F,0,7,3,0,3
 Louisiana,1980-08-06,Air Logistics,Bell 205A-1 helicopter,12,1,13,12,1
 Mauretania,1980-08-07,Tarom,Tupolev TU-154B-1,152,16,1,1,0
 Saudi Arabia,1980-08-19,Saudi Arabian Airlines,Lockheed 1011-200 TriStar,287,14,301,287,14
 Indonesia,1980-08-26,Bouraq Indonesia Airlines,Vickers Viscount 812,31,6,37,31,6
 France,1980-09-05,Military - Kuwait Air Force,Lockheed L-100-20 Hercules,0,8,8,0,8
 Colombia,1980-09-10,Aeronorte Colombia,Douglas C-47,0,3,3,0,3
 Bahamas,1980-09-12,Florida Commuter Airlines,Douglas DC-3,30,4,34,30,4
 Zaire,1980-09-14,Military - Force Aérienne Zaïroise,Lockheed Hercules C-130,31,5,36,31,5
 Saudi Arabia,1980-09-15,Military - Royal Saudi Air Force,Lockheed C-130E,81,8,89,81,8
 Zaire,1980-09-17,Military - Zairean Air Force,de Havilland DHC-5 Buffalo,34,2,36,34,2
 Egypt,1980-11-12,Military - U.S. Air Force,Lockheed C-141A,7,6,13,7,6
 South Korea,1980-11-19,Korean Airlines,Boeing B-747-2B5B,212,14,15,9,6
 Colombia,1980-11-24,F.R. de la Direccion General de Ados,Douglas C-47A-35-DL,3,17,20,3,17
 Texas,1980-11-28,Central Air Services,Douglas DC-7B,0,2,2,0,2
 Tanzania,1980-12-05,Tanzania Aviation,Piper PA-42 Cheyenne,9,1,10,9,1
 Colombia,1980-12-21,Transportes Aereos del Caribe,Aerospatiale Caravelle 6R,63,7,70,63,7
 Qatar,1980-12-23,Saudi Arabian Airlines,Lockheed L-1011-200,271,20,2,2,0
 West Germany,1981-01-14,Military - U.S. Air Force,Lockheed C-130E Hercules,2,7,11,2,7
 Washington,1981-01-20,Cascade Airways,Beechcraft 99A,7,2,7,5,2
 Russia,1981-02-07,Military - Soviet Navy,Tupolev TU-104A,46,6,52,46,6
 California,1981-02-22,Helicopter - Air Taxi,Sikorsky S-62A,7,1,2,2,0
 Brazil,1981-02-24,VOTEC,Embraer 110P Bandeirante,12,2,11,9,2
 Comoro Islands,1981-03-10,Military - French Naval Aviation,Dassault-Breguet Atlantique,14,4,18,14,4
 Poland,1981-03-26,LOT Polish Airlines,Antonov AN-24B,47,5,1,1,0
 Bolivia,1981-04-06,Urcupina,Douglas C-47A,4,3,7,4,3
 Ohio,1981-04-07,Freedom International,Learjet 23,0,2,1,0,1
 Colorado,1981-04-17,Air US / Private,Hadley Page 137Jetstream I / Cessna 206,15,4,15,12,3
 Indonesia,1981-04-28,Private - Airfast Indonesia,Douglas C-47A-5-DK,13,4,15,11,4
 Russia,1981-04-28,Aeroflot,Antonov An-2TP,10,2,12,10,2
 Maryland,1981-05-06,Military - U.S. Air Force,Boeing EC-135N,3,18,21,3,18
 Argentina,1981-05-07,Austral Lineas Aeras (Argentina),BAC One-Eleven 529FR,26,5,31,26,5
 Angola,1981-05-16,TAAG Angola Airlines,Lockheed L-100-20 Hercules,0,4,4,0,4
 Mexico,1981-05-21,Lineas Aereas,Convair CV-440-11,21,3,24,21,3
 Ecuador,1981-05-22,TAME,de Havilland Canada DHC-6 Twin Otter 300,15,3,18,15,3
 Egypt,1981-05-29,Military - Egyptian Air Force,Lockheed C-130H Hercules,11,6,17,11,6
 Russia,1981-06-14,Aeroflot,Ilyushin Il-14,44,4,48,44,4
 England,1981-06-26,Dan Air Services,Hawker Siddeley HS-748,0,3,3,0,3
 Armenia,1981-07-18,TAR,Canadair CL-44D4-6,1,3,4,1,3
 Somalia,1981-07-20,Somali Airlines,Fokker F-27 Friendship 600RF,44,6,50,44,6
 Colombia,1981-07-25,Transamazonica,Douglas C-53D-DO,5,4,5,5,0
 Mexico,1981-07-27,Aeromexico,McDonnell Douglas DC-9-32,60,6,32,30,2
 Miao-li,1981-08-22,Far Eastern Air Transport,Boeing B-737-222,104,6,110,104,6
 Russia,1981-08-24,Aeroflot / Military - Russian Air Force,Antonov AN-24RV / Soviet Air Force TU-16,27,5,31,26,5
 Colombia,1981-08-27,Aeropesca Colombia,Vickers Viscount 745D,44,6,50,44,6
 Russia,1981-08-29,Aeroflot,Yakovlev YAK-40,29,5,3,1,2
 Colombia,1981-09-02,Aereo el Venado,Embraer 110P1 Bandeirante,19,3,21,18,3
 Russian,1981-09-18,Aeroflot /Military - Russian,Yakovlev YAK-40 / Mil Mi-8,29,11,40,29,11
 Nevada,1981-09-21,Military - U.S. Air Force,Lockheed C-130H Hercules,61,9,7,7,0
 Iran,1981-09-29,Military - Iranian Air Force,Lockheed C-130H,75,5,60,75,5
 Wyoming,1981-10-01,Sky Train Air,Learjet 24,1,2,3,1,2
 Netherlands,1981-10-06,NLM (Nederlandse Luchtvaart Maatschappij),Fokker F-28 Fellowship 4000,13,4,17,13,4
 U.S. Virgin Islands,1981-10-26,Aerolineas Argo,Lockheed L-749A Constellation,2,3,5,2,3
 Cameroon,1981-10-31,Cameroon Airlines,de Havilland Canada DHC-6 Twin Otter 300,22,2,1,1,0
 Mexico,1981-11-08,Aeromexico,McDonnell Douglas DC-9-32,12,6,18,12,6
 Russia,1981-11-16,Aeroflot,Tupolev TU-154B-2,160,7,99,95,4
 Nepal,1981-11-19,Royal Nepal Airlines,Pilatus PC-6/B2-H2 Turbo-Porter,9,1,10,9,1
 Saint Lucia Island,1981-11-30,Guyana Airways,Douglas DC-6A,0,3,3,0,3
 near Ajaccio,1981-12-01,Inex Adria Aviopromet (Yugoslavia),McDonnell Douglas MD-81,173,7,180,173,7
 Hawaii,1981-12-05,Private - Parajump air show,Beech C-45H,11,1,11,10,1
 Colombia,1981-12-18,ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,11,2,13,11,2
 USSR,1982-01-07,Aeroflot,LET  410M Turbojet,16,2,18,16,2
 D.C.,1982-01-13,Air Florida,Boeing B-737-222,74,5,74,70,4
  Boston,1982-01-23,World Airways,McDonnell Douglas DC-10-30CF,200,12,2,2,0
 Romania,1982-01-25,Tarom,Antonov An-24RV,0,7,7,0,7
 Djbouti,1982-02-03,Military - French Air Force,Nord 2501 Noratlas,30,5,35,30,5
 Philippines,1982-02-09,Trans Air Services,Douglas DC-3 (C-47A-70-DL),29,3,3,1,2
 Japan,1982-02-09,Japan Air Lines,McDonnell Douglas DC-8-61,166,8,24,24,0
 Colombia,1982-02-19,LAC Columbia,Douglas DC-6BF,0,4,4,0,4
 Rhode Island,1982-02-21,Pilgrim Airlines,de Havilland DHC -6-100,10,2,1,1,0
 Norway,1982-03-11,Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,13,2,15,13,2
 Illinois,1982-03-19,Military - U.S. Air Force,Boeing KC-135C,23,4,27,23,4
 Florida,1982-03-19,Private,Beechcraft Bonanza F35,2,1,3,2,1
 Indonesia,1982-03-20,Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,23,4,27,23,4
 Colombia,1982-03-26,Aeropesca Colombia,Vickers Viscount 745D,15,6,21,15,6
 Alaska,1982-04-11,Air Taxi - Tundra Copters,Hughes 369D,2,1,3,2,1
 Turkey,1982-04-13,Military - U.S. Air Force,Lockheed C-130H,19,8,27,19,8
 Guangxi,1982-04-26,CAAC,Hawker Siddeley Trident 2E,104,8,112,104,8
 Yemen,1982-05-09,Alyemda,de Havilland Canada DHC-7-103,45,4,47,45,2
 Arkansas,1982-05-12,Military - U.S. Air Force,Lockheed C-130E Hercules,0,7,7,0,7
 Brazil,1982-05-25,VASP,Boeing B-737-200,112,6,2,2,0
 Brazil,1982-06-08,VASP,Boeing B-727-212A,128,9,137,128,9
 Brazil,1982-06-12,TABA,Fairchild-Hiller FH-227B-LCD,40,4,44,40,4
 India,1982-06-22,Air India,Boeing B-707-437,99,12,17,15,2
 Indonesia,1982-06-24,British Airways,Boeing B-747,247,10,0,0,0
 USSR,1982-06-28,Aeroflot,Yakovlev YAK-42,124,8,132,124,8
 Russia,1982-07-06,Aeroflot,Ilyushin IL-62M,80,10,90,80,10
 Louisiana,1982-07-09,Pan American World Airways,Boeing B-727-235,138,7,145,138,7
 Philippines,1982-07-11,Philippine Air Lines,Hawker Siddeley HS-748-209 Srs. 2,25,5,4,3,1
 California,1982-07-23,Western Helicopter,Bell UH-1B Huey Helicopter,0,1,0,0,0
 Myanmar,1982-08-12,Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,5,3,8,5,3
 Nicaragua,1982-08-14,Military - Nicaraguan Air Force,Arava 201,18,2,20,18,2
 Georgia,1982-08-14,Aeroflot / Aeroflot,Let 410UVP Turbojet / Tupolev TU-134V,9,2,11,9,2
 Ecuador,1982-09-01,Aerolineas Condor,de Havilland Canada DHC-4A Caribou,41,3,44,41,3
 Brazil,1982-09-04,Cia Brasiliera de Tratores,Gates Learjet 25B,8,2,10,8,2
 Spain,1982-09-13,Spantax,McDonnell Douglas DC-10-30CF,381,13,50,47,3
 Angola,1982-11-29,TAAG Angola Airlines,Antonov AN-26,9,6,15,9,6
 Colombia,1982-11-29,Aerolineas Centrales de Colombia,de Havilland Canada DHC-6 Twin Otter 310,20,2,22,20,2
 Colorado,1982-12-07,Pioneer Airlines,Swearingen SA.227AC Metro III,0,2,2,0,2
 Chile,1982-12-09,Aeronor Chile,Fairchild F-27J,42,4,46,42,4
 Russia,1982-12-23,Aeroflot,Antonov AN-26,0,16,16,0,16
 China,1982-12-24,CAAC,Ilyushin IL-18B,58,11,25,25,0
 Minnesota,1983-01-09,46826/109,Convair 580-11A,30,3,1,1,0
 Michigan,1983-01-11,United Air Lines,McDonnell Douglas DC-8-54F37,0,3,3,0,3
 Turkey,1983-01-16,Turkish Airlines (THY),Boeing B-727-2F2,60,7,47,47,0
 North Carolina,1983-02-13,Military - U.S. Air Force,Lockheed C-130H Hercules,0,6,6,0,6
 Afghanistan,1983-03-10,Bakhtar Afghan Airlines,de Havilland Canada DHC-6 Twin Otter 300,17,2,19,17,2
 New Jersey,1983-03-30,Central Airlines,Learjet 25,0,2,2,0,2
 Alaska,1983-04-07,Munz Northern Airlines,Britten-Norman BN-2A-8 Islander,2,1,2,1,1
 Sudan,1983-04-16,Air Liberia,Hawker Siddeley HS-748-329 Srs. 2A,6,3,8,5,3
